Date;Ticker;Open;High;Low;Close;Volume
2020-11-25 00:00:00+00:00;AAPL;113.46051025390625;116.02999877929688;116.75;115.16999816894531;76499200
2020-11-27 00:00:00+00:00;AAPL;114.00810241699219;116.58999633789062;117.48999786376953;116.22000122070312;46691300
2020-11-30 00:00:00+00:00;AAPL;116.41364288330078;119.05000305175781;120.97000122070312;116.80999755859375;169410200
2020-12-01 00:00:00+00:00;AAPL;120.00236511230469;122.72000122070312;123.47000122070312;120.01000213623047;127728200
2020-12-02 00:00:00+00:00;AAPL;120.3543930053711;123.08000183105469;123.37000274658203;120.88999938964844;89004200
2020-12-03 00:00:00+00:00;AAPL;120.21749877929688;122.94000244140625;123.77999877929688;122.20999908447266;78967600
2020-12-04 00:00:00+00:00;AAPL;119.54277038574219;122.25;122.86000061035156;121.5199966430664;78260400
2020-12-07 00:00:00+00:00;AAPL;121.0095443725586;123.75;124.56999969482422;122.25;86712000
2020-12-08 00:00:00+00:00;AAPL;121.62559509277344;124.37999725341797;124.9800033569336;123.08999633789062;82225500
2020-12-09 00:00:00+00:00;AAPL;119.08317565917969;121.77999877929688;125.94999694824219;121.0;115089200
2020-12-10 00:00:00+00:00;AAPL;120.51084899902344;123.23999786376953;123.87000274658203;120.1500015258789;81312200
2020-12-11 00:00:00+00:00;AAPL;119.69923400878906;122.41000366210938;122.76000213623047;120.55000305175781;86939800
2020-12-14 00:00:00+00:00;AAPL;119.08317565917969;121.77999877929688;123.3499984741211;121.54000091552734;79184500
2020-12-15 00:00:00+00:00;AAPL;125.04810333251953;127.87999725341797;127.9000015258789;124.12999725341797;157243700
2020-12-16 00:00:00+00:00;AAPL;124.97965240478516;127.80999755859375;128.3699951171875;126.55999755859375;98208600
2020-12-17 00:00:00+00:00;AAPL;125.84996795654297;128.6999969482422;129.5800018310547;128.0399932861328;94359800
2020-12-18 00:00:00+00:00;AAPL;123.85511016845703;126.66000366210938;129.10000610351562;126.12000274658203;192541500
2020-12-21 00:00:00+00:00;AAPL;125.39035034179688;128.22999572753906;128.30999755859375;123.44999694824219;121251600
2020-12-22 00:00:00+00:00;AAPL;128.9595184326172;131.8800048828125;134.41000366210938;129.64999389648438;168904800
2020-12-23 00:00:00+00:00;AAPL;128.0598907470703;130.9600067138672;132.42999267578125;130.77999877929688;88223700
